Date,Close,Date,Volume
2023-06-01,39.77000045776367,2023-06-01,635873000
2023-06-02,39.32699966430664,2023-06-02,482731000
2023-06-05,39.17100143432617,2023-06-05,396094000
2023-06-06,38.65399932861328,2023-06-06,388729000
2023-06-07,37.474998474121094,2023-06-07,511998000
2023-06-08,38.5099983215332,2023-06-08,417772000
2023-06-09,38.77000045776367,2023-06-09,427717000
2023-06-12,39.481998443603516,2023-06-12,388701000
2023-06-13,41.02199935913086,2023-06-13,613208000
2023-06-14,42.99700164794922,2023-06-14,740465000
2023-06-15,42.65299987792969,2023-06-15,568622000
2023-06-16,42.69200134277344,2023-06-16,655709000
2023-06-20,43.80799865722656,2023-06-20,451153000
2023-06-21,43.04499816894531,2023-06-21,551603000
2023-06-22,43.025001525878906,2023-06-22,417737000
2023-06-23,42.20899963378906,2023-06-23,358140000
2023-06-26,40.63199996948242,2023-06-26,594322000
2023-06-27,41.875999450683594,2023-06-27,462175000
2023-06-28,41.117000579833984,2023-06-28,582639000
2023-06-29,40.821998596191406,2023-06-29,380514000
2023-06-30,42.301998138427734,2023-06-30,501148000
2023-07-03,42.41299819946289,2023-07-03,198209000
2023-07-05,42.31700134277344,2023-07-05,323618000
2023-07-06,42.10300064086914,2023-07-06,303582000
2023-07-07,42.50299835205078,2023-07-07,355881000
2023-07-10,42.18000030517578,2023-07-10,353908000
2023-07-11,42.404998779296875,2023-07-11,298244000
2023-07-12,43.902000427246094,2023-07-12,481277000
2023-07-13,45.97700119018555,2023-07-13,478204000
2023-07-14,45.46900177001953,2023-07-14,772075000
2023-07-17,46.46099853515625,2023-07-17,510488000
2023-07-18,47.49399948120117,2023-07-18,569164000
2023-07-19,47.07699966430664,2023-07-19,427502000
2023-07-20,45.52000045776367,2023-07-20,537865000
2023-07-21,44.308998107910156,2023-07-21,963769000
2023-07-24,44.61199951171875,2023-07-24,382516000
2023-07-25,45.67900085449219,2023-07-25,348081000
2023-07-26,45.45199966430664,2023-07-26,364237000
2023-07-27,45.900001525878906,2023-07-27,455976000
2023-07-28,46.75,2023-07-28,331194000
2023-07-31,46.729000091552734,2023-07-31,251055000
2023-08-01,46.50699996948242,2023-08-01,237858000
2023-08-02,44.26900100708008,2023-08-02,530142000
2023-08-03,44.51499938964844,2023-08-03,324176000
2023-08-04,44.68000030517578,2023-08-04,362666000
2023-08-07,45.41699981689453,2023-08-07,322154000
2023-08-08,44.66400146484375,2023-08-08,353843000
2023-08-09,42.55400085449219,2023-08-09,586449000
2023-08-10,42.38800048828125,2023-08-10,492705000
2023-08-11,40.85499954223633,2023-08-11,533085000
2023-08-14,43.75299835205078,2023-08-14,690286000
2023-08-15,43.939998626708984,2023-08-15,676512000
2023-08-16,43.486000061035156,2023-08-16,527451000
2023-08-17,43.34400177001953,2023-08-17,452395000
2023-08-18,43.29899978637695,2023-08-18,583768000
2023-08-21,46.96699905395508,2023-08-21,692573000
2023-08-22,45.667999267578125,2023-08-22,755293000
2023-08-23,47.11600112915039,2023-08-23,779046000
2023-08-24,47.16299819946289,2023-08-24,1156044000
2023-08-25,46.018001556396484,2023-08-25,925341000
2023-08-28,46.834999084472656,2023-08-28,685192000
2023-08-29,48.784000396728516,2023-08-29,701397000
2023-08-30,49.263999938964844,2023-08-30,735206000
2023-08-31,49.35499954223633,2023-08-31,528570000
2023-09-01,48.50899887084961,2023-09-01,463830000
2023-09-05,48.54800033569336,2023-09-05,382653000
2023-09-06,47.06100082397461,2023-09-06,468670000
2023-09-07,46.24100112915039,2023-09-07,433330000
2023-09-08,45.571998596191406,2023-09-08,473069000
2023-09-11,45.178001403808594,2023-09-11,473966000
2023-09-12,44.869998931884766,2023-09-12,349256000
2023-09-13,45.48500061035156,2023-09-13,398355000
2023-09-14,45.58100128173828,2023-09-14,370097000
2023-09-15,43.900001525878906,2023-09-15,506831000
2023-09-18,43.965999603271484,2023-09-18,500271000
2023-09-19,43.52000045776367,2023-09-19,373064000
2023-09-20,42.23899841308594,2023-09-20,367108000
2023-09-21,41.016998291015625,2023-09-21,450736000
2023-09-22,41.61000061035156,2023-09-22,479236000
2023-09-25,42.22200012207031,2023-09-25,419091000
2023-09-26,41.9109992980957,2023-09-26,402282000
2023-09-27,42.46799850463867,2023-09-27,444935000
2023-09-28,43.0890007019043,2023-09-28,424663000
2023-09-29,43.499000549316406,2023-09-29,397830000
2023-10-02,44.78200149536133,2023-10-02,433298000
2023-10-03,43.516998291015625,2023-10-03,470850000
2023-10-04,44.04100036621094,2023-10-04,361821000
2023-10-05,44.6879997253418,2023-10-05,393483000
2023-10-06,45.762001037597656,2023-10-06,434436000
2023-10-09,45.27299880981445,2023-10-09,409675000
2023-10-10,45.79800033569336,2023-10-10,368582000
2023-10-11,46.805999755859375,2023-10-11,378137000
2023-10-12,46.94499969482422,2023-10-12,481325000
2023-10-13,45.46099853515625,2023-10-13,474115000
2023-10-16,46.095001220703125,2023-10-16,375099000
2023-10-17,43.9379997253418,2023-10-17,812333000
2023-10-18,42.19599914550781,2023-10-18,627294000
2023-10-19,42.10100173950195,2023-10-19,501233000
2023-10-20,41.387001037597656,2023-10-20,477266000
2023-10-23,42.974998474121094,2023-10-23,478530000
2023-10-24,43.66299819946289,2023-10-24,401463000
2023-10-25,41.77899932861328,2023-10-25,398379000
2023-10-26,40.32600021362305,2023-10-26,541001000
2023-10-27,40.5,2023-10-27,416784000
2023-10-30,41.1609992980957,2023-10-30,388028000
2023-10-31,40.779998779296875,2023-10-31,517969000
2023-11-01,42.32500076293945,2023-11-01,437593000
2023-11-02,43.50600051879883,2023-11-02,409172000
2023-11-03,45.005001068115234,2023-11-03,424610000
2023-11-06,45.750999450683594,2023-11-06,400733000
2023-11-07,45.95500183105469,2023-11-07,343165000
2023-11-08,46.57400131225586,2023-11-08,346719000
2023-11-09,46.95000076293945,2023-11-09,540496000
2023-11-10,48.334999084472656,2023-11-10,421245000
2023-11-13,48.619998931884766,2023-11-13,384136000
2023-11-14,49.65599822998047,2023-11-14,416954000
2023-11-15,48.88800048828125,2023-11-15,475497000
2023-11-16,49.47999954223633,2023-11-16,339756000
2023-11-17,49.29800033569336,2023-11-17,325205000
2023-11-20,50.409000396728516,2023-11-20,414120000
2023-11-21,49.944000244140625,2023-11-21,565747000
2023-11-22,48.715999603271484,2023-11-22,899420000
2023-11-24,47.7760009765625,2023-11-24,294645000
2023-11-27,48.242000579833984,2023-11-27,395662000
2023-11-28,47.82099914550781,2023-11-28,401491000
2023-11-29,48.13999938964844,2023-11-29,382005000
2023-11-30,46.77000045776367,2023-11-30,526247000
2023-12-01,46.76499938964844,2023-12-01,369317000
2023-12-04,45.5099983215332,2023-12-04,437543000
2023-12-05,46.566001892089844,2023-12-05,371718000
2023-12-06,45.50299835205078,2023-12-06,380590000
2023-12-07,46.59600067138672,2023-12-07,350823000
2023-12-08,47.50600051879883,2023-12-08,359224000
2023-12-11,46.62699890136719,2023-12-11,509728000
2023-12-12,47.65700149536133,2023-12-12,372387000
2023-12-13,48.0880012512207,2023-12-13,447792000
2023-12-14,48.349998474121094,2023-12-14,391232000
2023-12-15,48.88999938964844,2023-12-15,479948000
2023-12-18,50.07699966430664,2023-12-18,412587000
2023-12-19,49.604000091552734,2023-12-19,464444000
2023-12-20,48.111000061035156,2023-12-20,397894000
2023-12-21,48.9900016784668,2023-12-21,300425000
2023-12-22,48.83000183105469,2023-12-22,252507000
2023-12-26,49.27899932861328,2023-12-26,244200000
2023-12-27,49.41699981689453,2023-12-27,233648000
2023-12-28,49.52199935913086,2023-12-28,246587000
2023-12-29,49.52199935913086,2023-12-29,389293000
2024-01-02,48.167999267578125,2024-01-02,411254000
2024-01-03,47.569000244140625,2024-01-03,320896000
2024-01-04,47.99800109863281,2024-01-04,306535000
2024-01-05,49.09700012207031,2024-01-05,415039000
2024-01-08,52.25299835205078,2024-01-08,642510000
2024-01-09,53.13999938964844,2024-01-09,773100000
2024-01-10,54.349998474121094,2024-01-10,533796000
2024-01-11,54.821998596191406,2024-01-11,596759000
2024-01-12,54.709999084472656,2024-01-12,352994000
2024-01-16,56.38199996948242,2024-01-16,449580000
2024-01-17,56.053001403808594,2024-01-17,474394000
2024-01-18,57.106998443603516,2024-01-18,491650000
2024-01-19,59.49100112915039,2024-01-19,543501000
2024-01-22,59.65399932861328,2024-01-22,452955000
2024-01-23,59.87300109863281,2024-01-23,294654000
2024-01-24,61.36199951171875,2024-01-24,560271000
2024-01-25,61.617000579833984,2024-01-25,482777000
2024-01-26,61.03099822998047,2024-01-26,390309000
2024-01-29,62.46500015258789,2024-01-29,348733000
2024-01-30,62.77399826049805,2024-01-30,410735000
2024-01-31,61.527000427246094,2024-01-31,453795000
2024-02-01,63.027000427246094,2024-02-01,369146000
2024-02-02,66.16000366210938,2024-02-02,476578000
2024-02-05,69.33200073242188,2024-02-05,680078000
2024-02-06,68.2229995727539,2024-02-06,683111000
2024-02-07,70.0989990234375,2024-02-07,495575000
2024-02-08,69.64099884033203,2024-02-08,414422000
2024-02-09,72.13300323486328,2024-02-09,436637000
