Date,Close,Date,Volume
2020-06-01,8.806249618530273,2020-06-01,389876000
2020-06-02,8.825249671936035,2020-06-02,391320000
2020-06-03,8.769499778747559,2020-06-03,365440000
2020-06-04,8.766500473022461,2020-06-04,424280000
2020-06-05,8.920000076293945,2020-06-05,481748000
2020-06-08,8.805000305175781,2020-06-08,387736000
2020-06-09,9.045999526977539,2020-06-09,468488000
2020-06-10,9.36674976348877,2020-06-10,632180000
2020-06-11,8.796250343322754,2020-06-11,583652000
2020-06-12,8.932499885559082,2020-06-12,570908000
2020-06-15,9.173749923706055,2020-06-15,400004000
2020-06-16,9.068499565124512,2020-06-16,535716000
2020-06-17,9.236000061035156,2020-06-17,408304000
2020-06-18,9.218000411987305,2020-06-18,254408000
2020-06-19,9.261249542236328,2020-06-19,524160000
2020-06-22,9.526749610900879,2020-06-22,398468000
2020-06-23,9.449999809265137,2020-06-23,375108000
2020-06-24,9.23550033569336,2020-06-24,449372000
2020-06-25,9.489999771118164,2020-06-25,376072000
2020-06-26,9.154999732971191,2020-06-26,592084000
2020-06-29,9.199999809265137,2020-06-29,342248000
2020-06-30,9.497750282287598,2020-06-30,367892000
2020-07-01,9.529999732971191,2020-07-01,326648000
2020-07-02,9.612250328063965,2020-07-02,364056000
2020-07-06,9.839249610900879,2020-07-06,315892000
2020-07-07,9.871749877929688,2020-07-07,357800000
2020-07-08,10.215999603271484,2020-07-08,365480000
2020-07-09,10.508999824523926,2020-07-09,494548000
2020-07-10,10.479249954223633,2020-07-10,497676000
2020-07-13,10.052249908447266,2020-07-13,457076000
2020-07-14,10.376999855041504,2020-07-14,542676000
2020-07-15,10.227250099182129,2020-07-15,403984000
2020-07-16,10.134750366210938,2020-07-16,344964000
2020-07-17,10.201499938964844,2020-07-17,266284000
2020-07-20,10.510749816894531,2020-07-20,284852000
2020-07-21,10.328499794006348,2020-07-21,277036000
2020-07-22,10.438750267028809,2020-07-22,367292000
2020-07-23,10.12975025177002,2020-07-23,411660000
2020-07-24,10.194499969482422,2020-07-24,473292000
2020-07-27,10.421500205993652,2020-07-27,292132000
2020-07-28,10.215499877929688,2020-07-28,271636000
2020-07-29,10.465499877929688,2020-07-29,284508000
