Date,Close,Date,Volume
2022-06-01,18.31999969482422,2022-06-01,544514000
2022-06-02,19.591999053955078,2022-06-02,648656000
2022-06-03,18.719999313354492,2022-06-03,598779000
2022-06-06,18.785999298095703,2022-06-06,422406000
2022-06-07,18.926000595092773,2022-06-07,388914000
2022-06-08,18.648000717163086,2022-06-08,363252000
2022-06-09,18.04800033569336,2022-06-09,395574000
2022-06-10,16.974000930786133,2022-06-10,465248000
2022-06-13,15.647000312805176,2022-06-13,604153000
2022-06-14,15.836000442504883,2022-06-14,469680000
2022-06-15,16.527000427246094,2022-06-15,563936000
2022-06-16,15.60099983215332,2022-06-16,545749000
2022-06-17,15.880000114440918,2022-06-17,630334000
2022-06-21,16.56599998474121,2022-06-21,483089000
2022-06-22,16.360000610351562,2022-06-22,437135000
2022-06-23,16.225000381469727,2022-06-23,463680000
2022-06-24,17.125999450683594,2022-06-24,472153000
2022-06-27,16.868999481201172,2022-06-27,427968000
2022-06-28,15.982000350952148,2022-06-28,461149000
2022-06-29,15.541999816894531,2022-06-29,482352000
2022-06-30,15.159000396728516,2022-06-30,686070000
2022-07-01,14.52299976348877,2022-07-01,577610000
2022-07-05,14.96399974822998,2022-07-05,651397000
2022-07-06,15.130000114440918,2022-07-06,529066000
2022-07-07,15.857999801635742,2022-07-07,492903000
2022-07-08,15.838000297546387,2022-07-08,467972000
2022-07-11,15.152000427246094,2022-07-11,437321000
2022-07-12,15.081999778747559,2022-07-12,458483000
2022-07-13,15.163999557495117,2022-07-13,521918000
2022-07-14,15.371999740600586,2022-07-14,456235000
2022-07-15,15.76200008392334,2022-07-15,385935000
2022-07-18,16.10099983215332,2022-07-18,670517000
2022-07-19,16.992000579833984,2022-07-19,702366000
2022-07-20,17.80699920654297,2022-07-20,760538000
2022-07-21,18.049999237060547,2022-07-21,557049000
2022-07-22,17.319000244140625,2022-07-22,536671000
2022-07-25,17.02400016784668,2022-07-25,480748000
2022-07-26,16.533000946044922,2022-07-26,397865000
2022-07-27,17.790000915527344,2022-07-27,569776000
2022-07-28,17.983999252319336,2022-07-28,474646000
2022-07-29,18.163000106811523,2022-07-29,435460000
2022-08-01,18.44099998474121,2022-08-01,476469000
2022-08-02,18.525999069213867,2022-08-02,489527000
2022-08-03,18.89299964904785,2022-08-03,418146000
2022-08-04,19.21500015258789,2022-08-04,409652000
